Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Daily Percent Change
408,15-04-2023,CUST408,Female,64,Beauty,1,500,500,150
409,18-12-2023,CUST409,Female,21,Electronics,3,300,900,-10
410,21-11-2023,CUST410,Female,29,Clothing,2,50,100,100
411,16-05-2023,CUST411,Male,62,Electronics,4,50,200,33.33333333
412,16-09-2023,CUST412,Female,19,Electronics,4,500,2000,3900
413,08-09-2023,CUST413,Female,44,Beauty,3,25,75,50
414,09-05-2023,CUST414,Male,48,Beauty,4,25,100,-80
415,27-01-2023,CUST415,Male,53,Clothing,2,30,60,-40
416,17-02-2023,CUST416,Male,53,Electronics,4,500,2000,33.33333333
417,21-11-2023,CUST417,Male,43,Electronics,3,300,900,1400
418,05-08-2023,CUST418,Female,60,Electronics,2,500,1000,-33.33333333
419,22-05-2023,CUST419,Female,44,Clothing,3,30,90,-25
420,23-01-2023,CUST420,Female,22,Clothing,4,500,2000,100
421,02-01-2023,CUST421,Female,37,Clothing,3,500,1500,900
422,20-06-2023,CUST422,Female,28,Clothing,3,30,90,-10
423,08-03-2023,CUST423,Female,27,Clothing,1,25,25,-72.22222222
424,23-11-2023,CUST424,Male,57,Beauty,4,300,1200,1100
425,15-05-2023,CUST425,Female,55,Electronics,4,30,120,100
426,24-03-2023,CUST426,Male,23,Electronics,3,50,150,0
427,15-08-2023,CUST427,Male,25,Electronics,1,25,25,-75
428,10-10-2023,CUST428,Female,40,Electronics,4,50,200,66.66666667
429,28-12-2023,CUST429,Male,64,Electronics,2,25,50,-97.5
430,07-08-2023,CUST430,Female,43,Electronics,3,300,900,80
431,15-10-2023,CUST431,Male,63,Electronics,4,300,1200,1100
432,05-01-2023,CUST432,Female,60,Electronics,2,500,1000,1900
433,27-02-2023,CUST433,Male,29,Beauty,4,50,200,-66.66666667
434,08-02-2023,CUST434,Female,43,Electronics,2,25,50,-50
435,20-12-2023,CUST435,Female,30,Beauty,3,300,900,1700
436,18-03-2023,CUST436,Female,57,Clothing,4,30,120,60
437,07-10-2023,CUST437,Female,35,Electronics,4,300,1200,500
438,19-01-2023,CUST438,Female,42,Clothing,1,30,30,-75
439,09-07-2023,CUST439,Male,50,Clothing,3,25,75,-25
440,26-10-2023,CUST440,Male,64,Clothing,2,300,600,1100
441,10-10-2023,CUST441,Male,57,Beauty,4,300,1200,500
442,17-03-2023,CUST442,Female,60,Clothing,4,25,100,-90
443,09-08-2023,CUST443,Male,29,Clothing,2,300,600,200
444,07-03-2023,CUST444,Female,61,Clothing,3,30,90,80
445,22-01-2023,CUST445,Female,53,Electronics,1,300,300,1100
446,07-06-2023,CUST446,Male,21,Electronics,1,50,50,0
447,06-07-2023,CUST447,Male,22,Beauty,4,500,2000,3233.333333
448,21-01-2023,CUST448,Female,54,Beauty,2,30,60,20
449,03-07-2023,CUST449,Male,25,Electronics,4,50,200,566.6666667
450,18-04-2023,CUST450,Female,59,Beauty,2,25,50,100
451,16-12-2023,CUST451,Female,45,Electronics,1,30,30,-97
452,08-05-2023,CUST452,Female,48,Clothing,3,500,1500,1900
453,08-12-2023,CUST453,Female,26,Clothing,2,500,1000,11.11111111
454,22-02-2023,CUST454,Female,46,Beauty,1,25,25,-50
455,01-07-2023,CUST455,Male,31,Electronics,4,25,100,66.66666667
456,14-10-2023,CUST456,Male,57,Electronics,2,30,60,-20
457,28-07-2023,CUST457,Female,58,Beauty,3,300,900,-10
458,14-11-2023,CUST458,Female,39,Electronics,4,25,100,-88.88888889
459,21-03-2023,CUST459,Male,28,Clothing,4,300,1200,500
460,02-05-2023,CUST460,Male,40,Beauty,1,50,50,100
461,25-03-2023,CUST461,Female,18,Beauty,2,500,1000,900
462,01-04-2023,CUST462,Male,63,Electronics,4,300,1200,0
463,31-07-2023,CUST463,Female,54,Beauty,3,500,1500,1150
464,13-01-2023,CUST464,Male,38,Electronics,2,300,600,1900
465,02-04-2023,CUST465,Female,43,Electronics,3,50,150,0
466,20-06-2023,CUST466,Male,63,Electronics,4,25,100,11.11111111
467,30-07-2023,CUST467,Female,53,Electronics,3,50,150,-70
468,09-12-2023,CUST468,Male,40,Electronics,1,25,25,-97.22222222
469,08-05-2023,CUST469,Male,18,Beauty,3,25,75,200
470,17-05-2023,CUST470,Female,57,Clothing,2,500,1000,1900
471,23-03-2023,CUST471,Male,32,Clothing,3,50,150,50
472,26-12-2023,CUST472,Female,38,Beauty,3,300,900,50
473,25-02-2023,CUST473,Male,64,Beauty,1,50,50,-83.33333333
474,15-07-2023,CUST474,Female,26,Clothing,3,500,1500,5900
475,20-01-2023,CUST475,Male,26,Clothing,3,25,75,150
476,29-08-2023,CUST476,Female,27,Clothing,4,500,2000,6566.666667
477,24-04-2023,CUST477,Male,43,Clothing,4,30,120,33.33333333
478,13-04-2023,CUST478,Female,58,Clothing,2,30,60,-40
479,24-08-2023,CUST479,Male,52,Electronics,4,300,1200,0
480,29-06-2023,CUST480,Female,42,Beauty,4,500,2000,3900
481,06-06-2023,CUST481,Female,43,Electronics,4,300,1200,140
482,27-04-2023,CUST482,Female,28,Clothing,4,300,1200,3900
483,25-04-2023,CUST483,Male,55,Clothing,1,30,30,-70
484,13-01-2023,CUST484,Female,19,Clothing,4,300,1200,1233.333333
485,04-12-2023,CUST485,Male,24,Electronics,1,30,30,-40
486,09-04-2023,CUST486,Female,35,Electronics,1,25,25,-97.5
487,24-07-2023,CUST487,Male,44,Clothing,4,500,2000,3233.333333
488,18-06-2023,CUST488,Female,51,Electronics,3,300,900,-25
489,23-05-2023,CUST489,Male,44,Electronics,1,30,30,-97.5
490,05-02-2023,CUST490,Male,34,Clothing,3,50,150,500
491,23-05-2023,CUST491,Female,60,Electronics,3,300,900,1100
492,29-06-2023,CUST492,Male,61,Beauty,4,25,100,-95
493,25-11-2023,CUST493,Male,41,Beauty,2,25,50,-50
494,18-09-2023,CUST494,Female,42,Beauty,4,50,200,-66.66666667
495,24-07-2023,CUST495,Male,24,Beauty,2,30,60,-97
496,14-12-2023,CUST496,Male,23,Clothing,2,300,600,900
497,02-10-2023,CUST497,Male,41,Clothing,4,30,120,140
498,19-06-2023,CUST498,Female,50,Clothing,4,25,100,-93.33333333
499,15-01-2023,CUST499,Male,46,Beauty,2,30,60,-40
500,01-03-2023,CUST500,Female,60,Beauty,4,25,100,66.66666667
501,14-05-2023,CUST501,Male,39,Electronics,2,30,60,-90
502,02-04-2023,CUST502,Male,43,Electronics,3,50,150,-87.5
503,25-10-2023,CUST503,Male,45,Beauty,4,500,2000,33.33333333
504,16-05-2023,CUST504,Female,38,Beauty,3,50,150,-85
505,20-01-2023,CUST505,Male,24,Beauty,1,50,50,-33.33333333
506,25-02-2023,CUST506,Male,34,Beauty,3,500,1500,2900
507,02-11-2023,CUST507,Female,37,Electronics,3,500,1500,1400
508,11-08-2023,CUST508,Male,58,Beauty,2,300,600,500
509,26-06-2023,CUST509,Female,37,Electronics,3,300,900,-25
510,10-06-2023,CUST510,Female,39,Beauty,4,50,200,-86.66666667
511,12-08-2023,CUST511,Male,45,Beauty,2,50,100,-50
512,07-11-2023,CUST512,Female,57,Beauty,1,25,25,0
513,19-09-2023,CUST513,Male,24,Electronics,4,25,100,-50
514,01-03-2023,CUST514,Female,18,Electronics,1,300,300,200
515,17-07-2023,CUST515,Female,49,Clothing,3,300,900,1700
516,23-10-2023,CUST516,Male,30,Beauty,4,25,100,-80
517,08-04-2023,CUST517,Female,47,Clothing,4,25,100,-90
518,11-05-2023,CUST518,Female,40,Clothing,1,30,30,-98.5
519,23-01-2023,CUST519,Female,36,Electronics,4,30,120,-94
520,29-12-2023,CUST520,Female,49,Electronics,4,25,100,-91.66666667
521,12-08-2023,CUST521,Female,47,Clothing,4,30,120,-20
522,01-01-2023,CUST522,Male,46,Beauty,3,500,1500,
523,24-09-2023,CUST523,Female,62,Electronics,1,300,300,233.3333333
524,03-10-2023,CUST524,Male,46,Beauty,4,300,1200,1100
525,18-12-2023,CUST525,Female,47,Beauty,2,25,50,-95.83333333
526,10-12-2023,CUST526,Male,33,Clothing,2,50,100,-91.66666667
527,11-04-2023,CUST527,Male,57,Clothing,2,25,50,66.66666667
528,06-07-2023,CUST528,Female,36,Clothing,2,30,60,-70
529,09-08-2023,CUST529,Female,35,Clothing,3,50,150,150
530,05-02-2023,CUST530,Female,18,Electronics,4,30,120,-88
531,07-12-2023,CUST531,Male,31,Electronics,1,500,500,900
532,19-06-2023,CUST532,Female,64,Clothing,4,30,120,-86.66666667
533,16-11-2023,CUST533,Male,19,Electronics,3,500,1500,1400
534,10-06-2023,CUST534,Male,45,Clothing,2,500,1000,1900
535,06-12-2023,CUST535,Male,47,Beauty,3,30,90,-70
536,05-03-2023,CUST536,Female,55,Beauty,4,30,120,-88
537,03-06-2023,CUST537,Female,21,Beauty,1,500,500,1900
538,17-09-2023,CUST538,Male,18,Clothing,3,50,150,200
539,08-06-2023,CUST539,Male,25,Beauty,1,500,500,400
540,08-12-2023,CUST540,Female,46,Electronics,3,300,900,50
541,29-07-2023,CUST541,Male,56,Beauty,1,500,500,566.6666667
542,17-06-2023,CUST542,Female,20,Beauty,1,50,50,-75
543,26-07-2023,CUST543,Male,49,Beauty,2,300,600,500
544,23-12-2023,CUST544,Female,27,Electronics,1,25,25,-91.66666667
545,01-06-2023,CUST545,Male,27,Clothing,2,25,50,-95.83333333
546,11-10-2023,CUST546,Female,36,Electronics,4,50,200,-83.33333333
547,07-03-2023,CUST547,Male,63,Clothing,4,500,2000,122.2222222
548,09-04-2023,CUST548,Female,51,Clothing,2,30,60,-93.33333333
549,04-08-2023,CUST549,Female,50,Beauty,2,50,100,66.66666667
550,07-12-2023,CUST550,Male,40,Clothing,3,300,900,80
551,14-07-2023,CUST551,Male,45,Electronics,3,300,900,1400
552,13-12-2023,CUST552,Female,49,Electronics,3,25,75,-87.5
553,31-03-2023,CUST553,Male,24,Clothing,4,300,1200,500
554,12-11-2023,CUST554,Female,46,Beauty,3,50,150,100
555,19-10-2023,CUST555,Male,25,Beauty,1,300,300,-85
556,04-06-2023,CUST556,Female,18,Electronics,1,50,50,66.66666667
557,27-07-2023,CUST557,Female,20,Beauty,3,30,90,-85
558,08-10-2023,CUST558,Female,41,Clothing,1,25,25,-98.75
559,01-01-2023,CUST559,Female,40,Clothing,4,300,1200,33.33333333
560,05-06-2023,CUST560,Female,25,Electronics,1,50,50,0
561,27-05-2023,CUST561,Female,64,Clothing,4,500,2000,1566.666667
562,18-04-2023,CUST562,Male,54,Electronics,2,25,50,-83.33333333
563,09-08-2023,CUST563,Male,20,Clothing,2,30,60,-90
564,24-10-2023,CUST564,Male,50,Electronics,2,50,100,33.33333333
565,07-11-2023,CUST565,Female,45,Beauty,2,30,60,-95
566,02-12-2023,CUST566,Female,64,Clothing,1,30,30,-98
567,14-06-2023,CUST567,Female,25,Clothing,3,300,900,80
568,27-08-2023,CUST568,Female,51,Electronics,1,300,300,-75
569,15-08-2023,CUST569,Male,52,Electronics,4,50,200,-60
570,15-08-2023,CUST570,Male,49,Clothing,1,500,500,316.6666667
571,12-12-2023,CUST571,Female,41,Electronics,1,50,50,-66.66666667
572,20-04-2023,CUST572,Male,31,Clothing,4,500,2000,3900
573,19-09-2023,CUST573,Male,49,Beauty,2,30,60,-40
574,31-08-2023,CUST574,Female,63,Electronics,2,25,50,-90
575,28-03-2023,CUST575,Male,60,Clothing,2,50,100,11.11111111
576,04-12-2023,CUST576,Female,33,Beauty,3,50,150,-75
577,13-02-2023,CUST577,Male,21,Beauty,4,500,2000,7900
578,26-05-2023,CUST578,Female,54,Clothing,4,30,120,-88
579,21-09-2023,CUST579,Female,38,Electronics,1,30,30,-60
580,06-12-2023,CUST580,Female,31,Clothing,3,500,1500,1566.666667
581,21-11-2023,CUST581,Female,48,Beauty,2,30,60,-40
582,14-11-2023,CUST582,Male,35,Clothing,3,300,900,-25
583,21-06-2023,CUST583,Female,24,Electronics,4,25,100,0
584,17-02-2023,CUST584,Female,27,Beauty,4,50,200,-90
585,01-05-2023,CUST585,Female,24,Clothing,1,25,25,-95
586,11-12-2023,CUST586,Male,50,Electronics,1,50,50,-50
587,08-06-2023,CUST587,Female,40,Beauty,4,300,1200,140
588,26-04-2023,CUST588,Male,38,Electronics,2,30,60,-33.33333333
589,12-04-2023,CUST589,Female,36,Beauty,2,500,1000,1900
590,17-03-2023,CUST590,Male,36,Clothing,3,300,900,800
591,13-01-2023,CUST591,Male,53,Electronics,4,25,100,-91.66666667
592,24-01-2023,CUST592,Female,46,Beauty,4,500,2000,1900
593,06-05-2023,CUST593,Male,35,Electronics,2,30,60,-70
594,01-09-2023,CUST594,Female,19,Electronics,2,300,600,1100
595,09-11-2023,CUST595,Female,18,Clothing,4,500,2000,2122.222222
596,07-02-2023,CUST596,Female,64,Electronics,1,300,300,50
597,22-08-2023,CUST597,Male,22,Beauty,4,300,1200,1233.333333
598,01-08-2023,CUST598,Male,37,Beauty,4,30,120,-92
599,19-11-2023,CUST599,Female,28,Beauty,2,50,100,-50
600,22-10-2023,CUST600,Female,59,Beauty,2,500,1000,11.11111111
601,10-04-2023,CUST601,Male,19,Clothing,1,30,30,20
602,23-12-2023,CUST602,Female,20,Electronics,1,300,300,200
603,16-07-2023,CUST603,Female,40,Clothing,3,30,90,-94
604,11-09-2023,CUST604,Female,29,Electronics,4,50,200,-90
605,24-07-2023,CUST605,Male,37,Electronics,2,500,1000,-33.33333333
606,05-05-2023,CUST606,Male,22,Electronics,1,50,50,-58.33333333
607,17-03-2023,CUST607,Male,54,Clothing,3,25,75,-91.66666667
608,02-12-2023,CUST608,Female,55,Electronics,3,500,1500,0
609,19-12-2023,CUST609,Female,47,Clothing,2,50,100,11.11111111
610,03-01-2023,CUST610,Female,26,Beauty,2,300,600,-60
611,24-02-2023,CUST611,Male,51,Beauty,3,500,1500,650
612,06-08-2023,CUST612,Female,61,Electronics,1,500,500,-75
613,23-04-2023,CUST613,Female,52,Clothing,3,30,90,-82
614,01-04-2023,CUST614,Female,39,Beauty,4,300,1200,-40
615,23-12-2023,CUST615,Female,61,Clothing,4,25,100,-88.88888889
616,23-09-2023,CUST616,Male,41,Clothing,2,50,100,11.11111111
617,26-08-2023,CUST617,Male,34,Electronics,1,30,30,20
618,26-01-2023,CUST618,Female,27,Beauty,1,50,50,-96.66666667
619,13-10-2023,CUST619,Male,47,Electronics,4,25,100,-33.33333333
620,08-05-2023,CUST620,Male,63,Electronics,3,25,75,50
621,04-03-2023,CUST621,Female,40,Beauty,2,500,1000,400
622,22-08-2023,CUST622,Female,49,Beauty,3,25,75,-93.75
623,10-03-2023,CUST623,Male,34,Clothing,3,50,150,50
624,26-08-2023,CUST624,Female,34,Beauty,3,300,900,650
625,08-12-2023,CUST625,Male,31,Clothing,1,300,300,-70
626,29-09-2023,CUST626,Female,26,Clothing,4,500,2000,1900
627,14-10-2023,CUST627,Male,57,Clothing,1,50,50,-16.66666667
628,01-11-2023,CUST628,Female,19,Beauty,4,50,200,-77.77777778
629,12-06-2023,CUST629,Male,62,Electronics,2,25,50,-95
630,15-08-2023,CUST630,Male,42,Clothing,2,50,100,-91.66666667
631,10-11-2023,CUST631,Male,56,Electronics,3,30,90,260
632,16-09-2023,CUST632,Female,26,Electronics,4,25,100,33.33333333
633,07-08-2023,CUST633,Male,39,Beauty,4,30,120,-86.66666667
634,08-10-2023,CUST634,Male,60,Electronics,4,500,2000,66.66666667
635,17-08-2023,CUST635,Female,63,Electronics,3,300,900,3500
636,23-03-2023,CUST636,Female,21,Beauty,3,500,1500,650
637,01-09-2023,CUST637,Male,43,Clothing,2,300,600,0
638,19-08-2023,CUST638,Male,46,Electronics,1,500,500,733.3333333
639,13-05-2023,CUST639,Female,62,Beauty,4,50,200,100
640,07-05-2023,CUST640,Female,51,Electronics,4,30,120,-40
641,23-11-2023,CUST641,Female,40,Electronics,1,300,300,-75
642,22-05-2023,CUST642,Female,54,Clothing,4,25,100,11.11111111
643,24-09-2023,CUST643,Female,28,Electronics,3,30,90,-10
644,06-09-2023,CUST644,Male,23,Beauty,3,25,75,-85
645,17-11-2023,CUST645,Female,35,Electronics,4,30,120,33.33333333
646,03-05-2023,CUST646,Male,38,Clothing,3,30,90,80
647,21-05-2023,CUST647,Male,59,Clothing,3,500,1500,66.66666667
648,14-08-2023,CUST648,Male,53,Beauty,4,300,1200,3900
649,09-02-2023,CUST649,Female,58,Clothing,2,300,600,1100
650,01-01-2024,CUST650,Male,55,Electronics,1,30,30,-98
651,27-05-2023,CUST651,Male,51,Clothing,3,50,150,-92.5
652,01-05-2023,CUST652,Female,34,Beauty,2,50,100,100
653,20-05-2023,CUST653,Male,54,Clothing,3,25,75,50
654,21-06-2023,CUST654,Male,42,Clothing,3,25,75,-25
655,13-06-2023,CUST655,Female,55,Clothing,1,500,500,900
656,04-10-2023,CUST656,Male,29,Beauty,3,30,90,50
657,11-02-2023,CUST657,Male,40,Clothing,1,25,25,-98.33333333
658,12-03-2023,CUST658,Male,59,Clothing,1,25,25,-95
659,19-03-2023,CUST659,Female,39,Electronics,1,30,30,-98
660,29-04-2023,CUST660,Female,38,Beauty,2,500,1000,11.11111111
661,16-07-2023,CUST661,Female,44,Clothing,4,25,100,11.11111111
662,22-12-2023,CUST662,Male,48,Beauty,2,500,1000,233.3333333
663,20-03-2023,CUST663,Male,23,Clothing,4,300,1200,1100
664,28-12-2023,CUST664,Female,44,Clothing,4,500,2000,7900
665,20-04-2023,CUST665,Male,57,Clothing,1,50,50,-97.5
666,02-02-2023,CUST666,Male,51,Electronics,3,50,150,-87.5
667,01-08-2023,CUST667,Female,29,Electronics,1,500,500,400
668,28-07-2023,CUST668,Female,62,Electronics,3,50,150,-75
669,19-06-2023,CUST669,Male,24,Beauty,4,300,1200,900
670,05-10-2023,CUST670,Male,27,Beauty,1,30,30,-94
671,27-08-2023,CUST671,Male,62,Electronics,3,50,150,400
672,01-08-2023,CUST672,Female,34,Beauty,2,50,100,-16.66666667
673,01-02-2023,CUST673,Female,43,Clothing,3,500,1500,25
674,16-04-2023,CUST674,Female,38,Clothing,1,300,300,-40
675,04-08-2023,CUST675,Female,45,Clothing,2,30,60,20
676,19-07-2023,CUST676,Male,63,Electronics,3,500,1500,2400
677,27-10-2023,CUST677,Female,19,Beauty,3,500,1500,150
678,23-12-2023,CUST678,Female,60,Electronics,3,300,900,-10
679,11-01-2023,CUST679,Female,18,Beauty,3,30,90,-10
680,22-10-2023,CUST680,Female,53,Clothing,3,300,900,1700
681,14-07-2023,CUST681,Female,43,Electronics,2,30,60,-40
682,02-09-2023,CUST682,Male,46,Beauty,4,300,1200,2300
683,04-01-2023,CUST683,Male,38,Beauty,2,500,1000,66.66666667
684,30-06-2023,CUST684,Female,28,Clothing,2,500,1000,3233.333333
685,02-06-2023,CUST685,Male,57,Electronics,2,25,50,0
686,19-07-2023,CUST686,Female,28,Electronics,4,50,200,-77.77777778
687,03-08-2023,CUST687,Female,53,Electronics,1,300,300,500
688,03-10-2023,CUST688,Male,56,Clothing,4,25,100,-33.33333333
689,07-10-2023,CUST689,Male,57,Electronics,2,50,100,-93.33333333
690,05-11-2023,CUST690,Female,52,Clothing,3,300,900,80
691,23-04-2023,CUST691,Female,51,Clothing,3,30,90,-94
692,07-09-2023,CUST692,Female,64,Clothing,2,50,100,-16.66666667
693,23-04-2023,CUST693,Male,41,Beauty,3,500,1500,1566.666667
694,20-05-2023,CUST694,Female,39,Electronics,2,25,50,-83.33333333
695,12-08-2023,CUST695,Female,22,Electronics,3,50,150,-85
696,06-09-2023,CUST696,Female,50,Clothing,4,50,200,0
697,15-01-2023,CUST697,Male,53,Clothing,1,500,500,0
698,19-07-2023,CUST698,Female,64,Electronics,1,300,300,-80
699,22-06-2023,CUST699,Female,37,Clothing,4,30,120,140
700,09-12-2023,CUST700,Male,36,Electronics,4,500,2000,1900
701,14-12-2023,CUST701,Female,52,Beauty,2,30,60,-20
702,27-07-2023,CUST702,Female,60,Clothing,2,300,600,20
703,26-03-2023,CUST703,Male,34,Electronics,2,50,100,-16.66666667
704,28-08-2023,CUST704,Female,62,Clothing,3,30,90,20
705,07-03-2023,CUST705,Male,60,Electronics,2,25,50,-97.5
706,15-11-2023,CUST706,Male,51,Electronics,4,25,100,-93.33333333
707,01-10-2023,CUST707,Female,26,Clothing,1,500,500,-44.44444444
708,14-01-2023,CUST708,Female,43,Beauty,3,300,900,50
709,21-07-2023,CUST709,Female,19,Electronics,2,500,1000,233.3333333
710,31-10-2023,CUST710,Female,26,Electronics,3,500,1500,1566.666667
711,16-10-2023,CUST711,Male,26,Electronics,3,500,1500,2400
712,06-12-2023,CUST712,Female,57,Beauty,2,25,50,-95
713,14-01-2023,CUST713,Male,34,Beauty,3,25,75,0
714,12-02-2023,CUST714,Female,18,Clothing,1,500,500,-50
715,26-11-2023,CUST715,Female,42,Beauty,4,25,100,100
716,08-08-2023,CUST716,Female,60,Clothing,4,300,1200,4700
717,11-03-2023,CUST717,Male,57,Clothing,1,500,500,1900
718,25-08-2023,CUST718,Female,59,Beauty,3,25,75,0
719,04-04-2023,CUST719,Female,42,Clothing,2,30,60,0
720,26-01-2023,CUST720,Female,56,Beauty,3,500,1500,1150
721,14-05-2023,CUST721,Female,52,Clothing,1,500,500,733.3333333
722,14-07-2023,CUST722,Male,20,Beauty,3,300,900,900
723,17-06-2023,CUST723,Female,54,Beauty,4,50,200,566.6666667
724,19-04-2023,CUST724,Male,61,Clothing,3,50,150,100
725,21-08-2023,CUST725,Male,61,Electronics,1,300,300,233.3333333
726,17-06-2023,CUST726,Male,47,Clothing,4,300,1200,2300
727,22-06-2023,CUST727,Male,55,Beauty,3,300,900,1100
728,14-07-2023,CUST728,Male,51,Electronics,3,50,150,-83.33333333
729,23-05-2023,CUST729,Male,29,Clothing,4,300,1200,3900
730,04-08-2023,CUST730,Female,36,Clothing,2,25,50,100
731,10-05-2023,CUST731,Male,54,Clothing,4,500,2000,900
732,11-02-2023,CUST732,Male,61,Electronics,2,500,1000,900
733,29-08-2023,CUST733,Male,34,Beauty,1,30,30,-50
734,10-01-2023,CUST734,Female,27,Clothing,1,30,30,-85
735,04-10-2023,CUST735,Female,64,Clothing,4,500,2000,233.3333333
736,27-01-2023,CUST736,Male,29,Clothing,4,25,100,33.33333333
737,29-06-2023,CUST737,Female,33,Clothing,1,50,50,-83.33333333
738,25-04-2023,CUST738,Male,41,Clothing,2,50,100,100
739,29-11-2023,CUST739,Male,36,Beauty,1,25,25,-91.66666667
740,05-02-2023,CUST740,Female,25,Beauty,4,50,200,-83.33333333
741,30-11-2023,CUST741,Male,48,Clothing,1,300,300,400
742,21-01-2023,CUST742,Female,38,Electronics,4,500,2000,3233.333333
743,16-01-2023,CUST743,Female,34,Beauty,4,500,2000,3233.333333
744,07-05-2023,CUST744,Male,40,Electronics,1,25,25,-79.16666667
745,13-04-2023,CUST745,Male,54,Beauty,2,50,100,-50
746,11-01-2023,CUST746,Female,33,Clothing,3,30,90,-55
747,15-11-2023,CUST747,Male,23,Beauty,1,30,30,-40
748,20-03-2023,CUST748,Male,25,Clothing,3,50,150,-83.33333333
749,03-05-2023,CUST749,Male,42,Beauty,1,30,30,0
750,06-03-2023,CUST750,Female,35,Clothing,3,25,75,-62.5
751,31-08-2023,CUST751,Female,42,Clothing,2,25,50,-16.66666667
752,09-12-2023,CUST752,Male,29,Clothing,2,50,100,0
753,28-02-2023,CUST753,Female,32,Clothing,1,30,30,-40
754,16-10-2023,CUST754,Female,43,Electronics,4,25,100,-91.66666667
755,22-04-2023,CUST755,Female,58,Clothing,3,25,75,-25
756,27-08-2023,CUST756,Female,62,Electronics,4,300,1200,700
757,25-12-2023,CUST757,Female,43,Electronics,4,300,1200,2300
758,12-05-2023,CUST758,Male,64,Clothing,4,25,100,233.3333333
759,08-07-2023,CUST759,Male,49,Electronics,2,50,100,-95
760,27-03-2023,CUST760,Male,27,Beauty,1,500,500,-58.33333333
761,07-11-2023,CUST761,Female,33,Clothing,1,500,500,-44.44444444
762,07-11-2023,CUST762,Female,24,Electronics,2,25,50,-90
763,28-02-2023,CUST763,Male,34,Clothing,2,25,50,-97.5
764,25-03-2023,CUST764,Female,40,Clothing,1,25,25,-75
765,09-06-2023,CUST765,Male,43,Clothing,4,50,200,66.66666667
766,25-02-2023,CUST766,Male,38,Electronics,3,300,900,-40
767,24-10-2023,CUST767,Male,39,Beauty,3,25,75,-96.25
768,14-01-2023,CUST768,Female,24,Beauty,3,25,75,-91.66666667
769,09-06-2023,CUST769,Female,31,Electronics,4,30,120,-90
770,22-10-2023,CUST770,Male,32,Clothing,1,50,50,-95
771,13-12-2023,CUST771,Male,24,Electronics,2,25,50,0
772,12-07-2023,CUST772,Male,26,Electronics,1,30,30,-70
773,23-07-2023,CUST773,Male,25,Electronics,4,500,2000,3900
774,12-04-2023,CUST774,Female,40,Clothing,2,25,50,0
775,08-02-2023,CUST775,Female,46,Electronics,4,25,100,33.33333333
776,31-10-2023,CUST776,Male,35,Clothing,3,30,90,-55
777,20-12-2023,CUST777,Male,48,Electronics,3,50,150,50
778,18-11-2023,CUST778,Female,47,Beauty,4,25,100,-90
779,05-05-2023,CUST779,Female,56,Electronics,2,500,1000,1900
780,22-02-2023,CUST780,Male,52,Electronics,2,25,50,-33.33333333
781,23-12-2023,CUST781,Male,35,Beauty,1,500,500,1900
782,04-06-2023,CUST782,Male,59,Clothing,3,300,900,1700
783,17-12-2023,CUST783,Female,56,Clothing,1,300,300,900
784,04-11-2023,CUST784,Female,34,Electronics,1,500,500,-58.33333333
785,03-03-2023,CUST785,Female,31,Beauty,4,50,200,300
786,17-10-2023,CUST786,Male,48,Clothing,4,25,100,33.33333333
787,22-01-2023,CUST787,Male,41,Electronics,1,25,25,-16.66666667
788,27-06-2023,CUST788,Female,52,Beauty,3,300,900,0
789,30-09-2023,CUST789,Female,61,Clothing,4,500,2000,1233.333333
790,08-08-2023,CUST790,Male,62,Clothing,1,25,25,-79.16666667
791,05-12-2023,CUST791,Female,51,Beauty,1,25,25,-87.5
792,09-07-2023,CUST792,Female,20,Beauty,1,50,50,-50
793,05-02-2023,CUST793,Male,54,Beauty,1,30,30,-40
794,17-09-2023,CUST794,Female,60,Beauty,1,300,300,100
795,28-11-2023,CUST795,Male,57,Electronics,1,300,300,233.3333333
796,24-06-2023,CUST796,Male,43,Beauty,4,30,120,-90
797,07-01-2023,CUST797,Male,40,Clothing,3,25,75,0
798,04-08-2023,CUST798,Male,61,Clothing,1,50,50,0
799,08-09-2023,CUST799,Male,56,Electronics,2,50,100,33.33333333
800,24-02-2023,CUST800,Male,32,Clothing,4,300,1200,-20
801,10-08-2023,CUST801,Male,21,Clothing,4,50,200,33.33333333
802,05-07-2023,CUST802,Female,46,Beauty,1,30,30,-85
803,22-11-2023,CUST803,Male,39,Clothing,4,25,100,0
804,24-08-2023,CUST804,Male,42,Electronics,1,30,30,-97.5
805,29-12-2023,CUST805,Female,30,Beauty,3,500,1500,150
806,20-03-2023,CUST806,Female,35,Beauty,3,300,900,1700
807,11-08-2023,CUST807,Female,50,Electronics,4,50,200,-66.66666667
808,01-04-2023,CUST808,Male,33,Beauty,4,500,2000,66.66666667
809,25-09-2023,CUST809,Female,62,Beauty,2,50,100,-66.66666667
810,30-11-2023,CUST810,Male,59,Electronics,4,25,100,-66.66666667
811,19-05-2023,CUST811,Male,61,Beauty,2,25,50,0
812,12-11-2023,CUST812,Male,19,Electronics,3,25,75,-16.66666667
813,03-10-2023,CUST813,Male,52,Electronics,3,50,150,25
814,05-09-2023,CUST814,Female,59,Clothing,1,500,500,1566.666667
815,27-08-2023,CUST815,Female,51,Clothing,3,25,75,-75
816,12-08-2023,CUST816,Male,47,Beauty,2,500,1000,900
